1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1710, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1711, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1712, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1713, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1714, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1715, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1716, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1717, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1718, ocean, minecraft:frozen_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1719, ocean, minecraft:frozen_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1720, ocean, minecraft:frozen_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1721, ocean, minecraft:frozen_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1722, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1723, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1724, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1725, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
1726, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:tusklin, 18, 3, 5
1727, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1728, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1729, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1730, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
1731, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1732, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1733, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1734, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1735, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1736, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1737, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1738, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1739, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1740, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1741, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1742, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1743, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1744, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
1745, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1746, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1747, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1748, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1749, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1750, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1751, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1752, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1753, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1754, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1755, ocean, minecraft:deep_frozen_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1756, ocean, minecraft:deep_frozen_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1757, ocean, minecraft:deep_frozen_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1758, ocean, minecraft:deep_frozen_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1759, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1760, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1761, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1762, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1763, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1764, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1765, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
1766, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1767, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1768, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1769, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1770, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1771, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1772, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1773, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1774, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1775, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1776, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1777, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1778, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1779, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1780, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1781, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1782, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
1783, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1784, mushroom, minecraft:mushroom_fields, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
1785, mushroom, minecraft:mushroom_fields, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
1786, mushroom, minecraft:mushroom_fields, MONSTER, quark:toretoise, 80, 2, 4
1787, mushroom, minecraft:mushroom_fields, MONSTER, quark:stoneling, 80, 1, 1
1788, mushroom, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
1789, mushroom, minecraft:mushroom_fields, CREATURE, earthmobsmod:cluck_shroom, 10, 2, 3
1790, mushroom, minecraft:mushroom_fields, CREATURE, creeperoverhaul:mushroom_creeper, 10, 1, 2
1791, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
1792, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:bunfungus, 10, 1, 1
1793, mushroom, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1794, mushroom, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
1795, mushroom, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1796, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1797, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1798, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1799, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1800, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1801, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1802, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1803, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1804, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
1805, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1806, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
1807, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1808, underground, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
1809, underground, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
1810, underground, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1811, underground, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1812, underground, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
1813, underground, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
1814, underground, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1815, underground, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
1816, underground, minecraft:dripstone_caves, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
1817, underground, minecraft:dripstone_caves, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
1818, underground, minecraft:dripstone_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
1819, underground, minecraft:dripstone_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1820, underground, minecraft:dripstone_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1821, underground, minecraft:dripstone_caves, MONSTER, alexsmobs:rocky_roller, 40, 1, 1
1822, underground, minecraft:dripstone_caves, MONSTER, player_mobs:player_mob, 80, 4, 4
1823, underground, minecraft:dripstone_caves, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1824, underground, minecraft:dripstone_caves, MONSTER, quark:toretoise, 80, 2, 4
1825, underground, minecraft:dripstone_caves, MONSTER, quark:stoneling, 80, 1, 1
1826, underground, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
1827, underground, minecraft:dripstone_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
1828, underground, minecraft:dripstone_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1829, underground, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1830, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1831, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1832, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1833, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1834, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1835, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1836, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1837, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1838, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1839, underground, minecraft:dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1840, underground, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
1841, underground, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
1842, underground, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1843, underground, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1844, underground, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
1845, underground, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
1846, underground, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
1847, underground, minecraft:lush_caves, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
1848, underground, minecraft:lush_caves, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
1849, underground, minecraft:lush_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
1850, underground, minecraft:lush_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1851, underground, minecraft:lush_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1852, underground, minecraft:lush_caves, MONSTER, player_mobs:player_mob, 80, 4, 4
1853, underground, minecraft:lush_caves, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1854, underground, minecraft:lush_caves, MONSTER, quark:toretoise, 80, 2, 4
1855, underground, minecraft:lush_caves, MONSTER, quark:stoneling, 80, 1, 1
1856, underground, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
1857, underground, minecraft:lush_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
1858, underground, minecraft:lush_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1859, underground, minecraft:lush_caves, AMBIENT, alexsmobs:flutter, 13, 2, 4
1860, underground, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1861, underground, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1862, underground, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1863, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1864, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1865, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1866, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1867, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1868, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1869, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1870, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1871, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1872, underground, minecraft:lush_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1873, underground, minecraft:lush_caves, GLARES, friendsandfoes:glare, 10, 1, 1
1874, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
1875, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
1876, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
1877, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
1878, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1879, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1880, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
1881, nether, minecraft:nether_wastes, MONSTER, rottencreatures:burned, 20, 4, 4
1882, nether, minecraft:nether_wastes, MONSTER, quark:foxhound, 30, 1, 2
1883, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
1884, nether, minecraft:nether_wastes, CREATURE, alexsmobs:laviathan, 15, 1, 1
1885, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
1886, nether, minecraft:warped_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1887, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1888, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 7, 4, 4
1889, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
1890, nether, minecraft:warped_forest, CREATURE, alexsmobs:warped_toad, 80, 5, 5
1891, nether, minecraft:warped_forest, CREATURE, alexsmobs:laviathan, 15, 1, 1
1892, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
1893, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
1894, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
1895, nether, minecraft:crimson_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1896, nether, minecraft:crimson_forest, MONSTER, alexsmobs:crimson_mosquito, 15, 4, 4
1897, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
1898, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
1899, nether, minecraft:crimson_forest, CREATURE, alexsmobs:laviathan, 15, 1, 1
1900, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
1901, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
1902, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
1903, nether, minecraft:soul_sand_valley, MONSTER, earthmobsmod:skeleton_wolf, 10, 1, 2
1904, nether, minecraft:soul_sand_valley, MONSTER, earthmobsmod:wither_skeleton_wolf, 10, 1, 2
1905, nether, minecraft:soul_sand_valley, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1906, nether, minecraft:soul_sand_valley, MONSTER, quark:foxhound, 10, 1, 1
1907, nether, minecraft:soul_sand_valley, MONSTER, quark:wraith, 10, 1, 3
1908, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1909, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
1910, nether, minecraft:soul_sand_valley, CREATURE, alexsmobs:laviathan, 15, 1, 1
1911, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast, 40, 1, 1
1912, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube, 80, 2, 5
1913, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1914, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:straddler, 80, 1, 3
1915, nether, minecraft:basalt_deltas, MONSTER, quark:foxhound, 30, 1, 2
1916, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1917, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
1918, nether, minecraft:basalt_deltas, CREATURE, alexsmobs:laviathan, 15, 1, 1
1919, nether, minecraft:basalt_deltas, WATER_CREATURE, alexsmobs:stradpole, 10, 1, 1
1920, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
1921, the_end, minecraft:the_end, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
1922, the_end, minecraft:end_highlands, MONSTER, minecraft:enderman, 5, 4, 4
1923, the_end, minecraft:end_highlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
1924, the_end, minecraft:end_highlands, CREATURE, alexsmobs:spectre, 10, 1, 2
1925, the_end, minecraft:end_highlands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
1926, the_end, minecraft:end_highlands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
1927, the_end, minecraft:end_midlands, MONSTER, minecraft:enderman, 5, 4, 4
1928, the_end, minecraft:end_midlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
1929, the_end, minecraft:end_midlands, CREATURE, alexsmobs:spectre, 10, 1, 2
1930, the_end, minecraft:end_midlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
1931, the_end, minecraft:end_midlands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
1932, the_end, minecraft:end_midlands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
1933, the_end, minecraft:small_end_islands, MONSTER, minecraft:enderman, 5, 4, 4
1934, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:endergrade, 10, 2, 6
1935, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:spectre, 10, 1, 2
1936, the_end, minecraft:small_end_islands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
1937, the_end, minecraft:end_barrens, MONSTER, minecraft:enderman, 5, 4, 4
1938, the_end, minecraft:end_barrens, CREATURE, alexsmobs:endergrade, 10, 2, 6
1939, the_end, minecraft:end_barrens, CREATURE, alexsmobs:spectre, 10, 1, 2
1940, the_end, minecraft:end_barrens, CREATURE, alexsmobs:cosmaw, 10, 1, 2
1941, the_end, minecraft:end_barrens, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
1942, underground, galosphere:crystal_canyons, MONSTER, minecraft:spider, 80, 4, 4
1943, underground, galosphere:crystal_canyons, MONSTER, minecraft:zombie, 80, 4, 4
1944, underground, galosphere:crystal_canyons, MONSTER, minecraft:zombie_villager, 10, 1, 1
1945, underground, galosphere:crystal_canyons, MONSTER, minecraft:skeleton, 80, 4, 4
1946, underground, galosphere:crystal_canyons, MONSTER, minecraft:slime, 80, 4, 4
1947, underground, galosphere:crystal_canyons, MONSTER, minecraft:enderman, 5, 1, 4
1948, underground, galosphere:crystal_canyons, MONSTER, minecraft:witch, 5, 1, 1
1949, underground, galosphere:crystal_canyons, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
1950, underground, galosphere:crystal_canyons, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1951, underground, galosphere:crystal_canyons, MONSTER, player_mobs:player_mob, 80, 4, 4
1952, underground, galosphere:crystal_canyons, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1953, underground, galosphere:crystal_canyons, MONSTER, quark:toretoise, 80, 2, 4
1954, underground, galosphere:crystal_canyons, MONSTER, quark:stoneling, 80, 1, 1
1955, underground, galosphere:crystal_canyons, AMBIENT, minecraft:bat, 10, 8, 8
1956, underground, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1957, underground, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1958, underground, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, galosphere:sparkle, 80, 4, 6
1959, underground, galosphere:lichen_caves, MONSTER, minecraft:spider, 80, 4, 4
1960, underground, galosphere:lichen_caves, MONSTER, minecraft:zombie, 80, 4, 4
1961, underground, galosphere:lichen_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1962, underground, galosphere:lichen_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1963, underground, galosphere:lichen_caves, MONSTER, minecraft:slime, 80, 4, 4
1964, underground, galosphere:lichen_caves, MONSTER, minecraft:enderman, 5, 1, 4
1965, underground, galosphere:lichen_caves, MONSTER, minecraft:witch, 5, 1, 1
1966, underground, galosphere:lichen_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
1967, underground, galosphere:lichen_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1968, underground, galosphere:lichen_caves, MONSTER, player_mobs:player_mob, 80, 4, 4
1969, underground, galosphere:lichen_caves, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1970, underground, galosphere:lichen_caves, MONSTER, quark:toretoise, 80, 2, 4
